Barangay,City,Province,Postal Code,Barangay Code
Sugod,Lopez,Quezon,4316,PH20162C
Sugod,Sorsogon City,Sorsogon,4700,PH27151W
Sugod,Daram,Samar,6722,PH42061P
Sugod,Tarangnan,Samar,6704,PH422014
Sugod,Zumarraga,Samar,6725,PH42230K
Sugod,Tukuran,Zamboanga del Sur,7019,PH45200M
Sugod,Valencia City,Bukidnon,8709,PH47210U
Sugod,Sultan Naga Dimaporo,Lanao del Norte,9215,PH49060Y
Sugod,Bacolod-Kalawi,Lanao del Sur,9316,PH69010P
Sugod,Bayang,Lanao del Sur,9309,PH690412
Sugod,Madalum,Lanao del Sur,9315,PH69120T
Sugod,Cajidiocan,Romblon,5512,PH82030D
Sugod,San Agustin,Romblon,5501,PH82110E
Sugod (Pob.),Tagapul-An,Samar,6712,PH42240B
Sugod I,Tugaya,Lanao del Sur,9317,PH69280L
Sugod Mawatan,Tugaya,Lanao del Sur,9317,PH69280M
Sugod Proper,Marawi City,Lanao del Sur,9700,PH69162F
Sugponon,Basey,Samar,6720,PH42021C
Sugsugin,Del Gallego,Camarines Sur,4411,PH24120W
Suguian,Donsol,Sorsogon,4715,PH27061A
Suguidan Norte,Naguilian,La Union,2511,PH031111
Suguidan Sur,Naguilian,La Union,2511,PH031112
Suguilon,Siayan,Zamboanga del Norte,7113,PH44150N
Suguit,Maria Aurora,Aurora,3202,PH100713
Suha,Torrijos,Marinduque,4903,PH78060P
Suhaile Arabi,Siocon,Zamboanga del Norte,7120,PH44190F
Suisayan,Manukan,Zamboanga del Norte,7110,PH44070N
Suizo,Tarlac City,Tarlac,2300,PH15161Z
Sukah-Bulan,Simunul,Tawi Tawi,7505,PH72040D
Sukah-sukah,Sapa-Sapa,Tawi Tawi,7503,PH72100M
Sukailang,Surigao City,Surigao del Norte,8400,PH76191C
Sukip,Pio Duran,Albay,4516,PH22130X
Sukol,Balayan,Batangas,4213,PH17031B
Suksukit,Santo Domingo,Ilocos Sur,2729,PH022812
Sula,San Jose,Tarlac,2318,PH15180C
Sula,Bacacay,Albay,4509,PH22011G
Sula,Vinzons,Camarines Norte,4603,PH23120K
Sulanga,Cabatuan,Iloilo,5031,PH32111Q
Sulangan,Matnog,Sorsogon,4708,PH271113
Sulangan,Dumangas,Iloilo,5006,PH321711
Sulangan,Bantayan,Cebu,6052,PH35090N
Sulangan,Guiuan,Eastern Samar,6809,PH39091D
Sulangon,Dapitan City,Zamboanga del Norte,7101,PH440114
Sulbec,Pasuquin,Ilocos Norte,2917,PH01170V
Sulbec,Pidigan,Abra,2806,PH62180D
Suli,Kiamba,Sarangani,9514,PH58030G
Sulib,Pangil,Laguna,4018,PH192108
Suligan,Tabuan-Lasa,Basilan,7312,PH681209
Sulipa,Gerona,Tarlac,2302,PH150617
Sulipan,Apalit,Pampanga,2016,PH14020B
Sulipat,Calamba,Misamis Occidental,7210,PH50040J
Sulit,Polomolok,South Cotabato,9504,PH59050J
Sulitan,Catubig,Northern Samar,6418,PH410612
Sulivan,Baliuag,Bulacan,3006,PH12030M
Sulloh,Tabuan-Lasa,Basilan,7312,PH68120A
Sulo,Naga,Zamboanga Sibugay,7004,PH46090F
Sulo,Poona Piagapo,Lanao del Norte,9204,PH49170P
Suloc,Hamtic,Antique,5715,PH29081C
Sulod (Pob.),Basey,Samar,6720,PH420215
Sulodpan,Bacong,Negros Oriental,6216,PH36030J
Sulong,Alimodian,Iloilo,5028,PH320217
Sulongan,Pasuquin,Ilocos Norte,2917,PH01170P
Sulopan,Paranas,Samar,6703,PH422212
Sulpa,Siruma,Camarines Sur,4427,PH24350K
Sulpa,Villaba,Leyte,6537,PH40430T
Sulpoc,Tanauan City,Batangas,4232,PH173118
Sulquiano,Dingras,Ilocos Norte,2913,PH01090T
Sulsugan,Badian,Cebu,6031,PH35070P
Sulsugin,Alfonso,Cavite,4123,PH18010J
Sulsuguin,Nagcarlan,Laguna,4002,PH19171C
Sultan Pandapatan,Bayang,Lanao del Sur,9309,PH690413
Sultan Pangadapun,Ditsaan-Ramain,Lanao del Sur,9713,PH692310
Suluan,Guiuan,Eastern Samar,6809,PH39091E
Sulucan,Angat,Bulacan,3012,PH12010F
Sulucan,Bocaue,Bulacan,3018,PH12040F
Sulucan (Pob.),Sorsogon City,Sorsogon,4700,PH27150Z
Sulutan Matangal,Hadji Mohammad Ajul,Basilan,7309,PH68090A
Sulvec,Narvacan,Ilocos Sur,2704,PH02140Y
Sum-ag,Bacolod City,Negros Occidental,6100,PH33011N
Sumabnit,Binalonan,Pangasinan,2436,PH04120N
Sumacab Este,Cabanatuan City,Nueva Ecija,3100,PH13032F
Sumacab Norte,Cabanatuan City,Nueva Ecija,3100,PH130322
Sumacab South,Cabanatuan City,Nueva Ecija,3100,PH13032G
Sumadat,Dumalinao,Zamboanga del Sur,7015,PH45050R
Sumadel,Tadian,Mountain Province,2620,PH67100H
Sumadel 1,Tinglayan,Kalinga,3804,PH66080D
Sumadel 2,Tinglayan,Kalinga,3804,PH66080E
Sumader,Batac City,Ilocos Norte,2906,PH010518
Sumag Este,Pitogo,Quezon,4308,PH202713
Sumag Norte,Pitogo,Quezon,4308,PH202714
Sumag Weste,Pitogo,Quezon,4308,PH202715
Sumagdang,Isabela City,Basilan,7300,PH681313
Sumaguan,Argao,Cebu,6021,PH350512
Sumagui,Santa Maria,Ilocos Sur,2440,PH02260W
Sumagui,Bansud,Oriental Mindoro,5210,PH80020B
Sumakubay,Gen. S.K. Pendatun,Maguindanao,9618,PH70180J
Sumalag,Kinoguitan,Misamis Oriental,9010,PH51120F
Sumalang,Lopez,Quezon,4316,PH20162D
Sumalig,Tambulig,Zamboanga del Sur,7025,PH45190P
Sumalili,Arakan,North Cotabato,9417,PH57180T
Sumaliring,Siaton,Negros Oriental,6219,PH36190R
Sumalo,Hermosa,Bataan,2111,PH11050L
Sumalsag,Malitbog,Bukidnon,8704,PH47130B
Sumambat,Tapul,Sulu,7410,PH71140D
Sumandig,San Ildefonso,Bulacan,3010,PH12190Y
Sumangat,Bongao (Capital),Tawi Tawi,7500,PH72020Q
Sumangday,Panglima Sugala,Tawi Tawi,7501,PH72010G
Sumangga,Ormoc City,Leyte,6541,PH40302J
Sumangga,Mogpog,Marinduque,4901,PH780411
Sumaoy,Garchitorena,Camarines Sur,4428,PH24140M
Sumapang Bata,Malolos City,Bulacan,3000,PH12101D
Sumapang Matanda,Malolos City,Bulacan,3000,PH12101E
Sumaray,San Remigio,Antique,5714,PH291417
Sumasap,Panaon,Misamis Occidental,7205,PH50110F
Sumbag (Pob.),Bayang,Lanao del Sur,9309,PH690414
Sumbaga Rogong,Tugaya,Lanao del Sur,9317,PH69280N
Sumbagarogong,Malabang,Lanao del Sur,9300,PH691410
Sumbakil,Polomolok,South Cotabato,9504,PH59050K
Sumbao,Kidapawan City,North Cotabato,9400,PH570415
Sumbato,Dimataling,Zamboanga del Sur,7032,PH45030P
Sumbiling,Bataraza,Palawan,5306,PH81050H
Sumilang,Calauag,Quezon,4318,PH200623
Sumilang,General Luna,Quezon,4310,PH20100S
Sumilang,Pasig City,Metro Manila,1600,PH61170U
Sumile,Butuan City,Agusan del Norte,8600,PH73022G
Sumilihon,Butuan City,Agusan del Norte,8600,PH73021X
Sumilil,Bagumbayan,Sultan Kudarat,9810,PH60010H
Sumilong,Payao,Zamboanga Sibugay,7008,PH46110U
Sumimao,Davao City,Davao del Sur,8000,PH53022U
Suminalum,Kumalarang,Zamboanga del Sur,7013,PH45070H
Sumirap,Tangub City,Misamis Occidental,7214,PH50151A
Sumisip Central,Sumisip,Basilan,7305,PH680408
Sumlang,Camalig,Albay,4502,PH220211
Sumnanga,Sabtang,Batanes,3904,PH050506
Sumo-sumo,Tago,Surigao del Sur,8302,PH77180K
Sumon,Tuburan,Cebu,6043,PH35521A
Sumoroy,Palapag,Northern Samar,6421,PH41140U
Sumpong,Malaybalay City,Bukidnon,8700,PH47121A
Sumpot,Dimataling,Zamboanga del Sur,7032,PH45030E
Sumpotan,Dinas,Zamboanga del Sur,7030,PH45040P
Sumucab,Cavinti,Laguna,4013,PH19070H
Sumugot,Amai Manabilang,Lanao del Sur,9320,PH69360H
Sumulong,Calauag,Quezon,4318,PH200624
Sun Valley,Paranaque City,Metro Manila,1700,PH61270F
Sundara,Santa Margarita,Samar,6709,PH42160Z
Sundig,Butig,Lanao del Sur,9305,PH69070D
Sundiga Bayabao,Ditsaan-Ramain,Lanao del Sur,9713,PH69230V
Sundiga-Punod,Pantar,Lanao del Norte,9218,PH49230J
Sunding,Taraka,Lanao del Sur,9712,PH692615
Sundo-an,Manjuyod,Negros Oriental,6208,PH36150Q
Sung-an,Mercedes,Eastern Samar,6808,PH39160C
Sungadan,Paoay,Ilocos Norte,2902,PH01160V
Sungay,Alubijid,Misamis Oriental,9018,PH51010C
Sungay North,Tagaytay City,Cavite,4120,PH18190Z
Sungay South,Tagaytay City,Cavite,4120,PH18190J
Sungcod,Saguiaran,Lanao del Sur,9701,PH69240V
Sunggiam,San Juan,Ilocos Sur,2731,PH02201S
Sunggod,Bubong,Lanao del Sur,9708,PH69060X
Sunggod,Lumba-Bayabao,Lanao del Sur,9703,PH69100Z
Sunggod,Taraka,Lanao del Sur,9712,PH692614
Sungi (Pob.),Dulag,Leyte,6505,PH40130X
Sungkayut,Ungkaya Pukan,Basilan,7311,PH68100A
Sungko,Bantayan,Cebu,6052,PH35090L
Sunlife,Naguilian,Isabela,3302,PH07200M
Sunog,Balamban,Cebu,6041,PH35080R
Sunop,Dumingag,Zamboanga del Sur,7028,PH450611
Sunrise Village (Pob.),Isabela City,Basilan,7300,PH681314
Sunson,Aliaga,Nueva Ecija,3111,PH13010R
Supa,San Jose (Capital),Antique,5700,PH29130U
Supa,Tigbauan,Iloilo,5021,PH32421G
Supang,Caramoran,Catanduanes,4808,PH25040P
Supang,Buenavista,Guimaras,5044,PH31010V
Supang,Sabangan,Mountain Province,2622,PH67070E
Supanga,Calinog,Iloilo,5040,PH32121R
Supangan,Taraka,Lanao del Sur,9712,PH692616
Supi-il,San Juan,Abra,2514,PH62220J
Supit,Titay,Zamboanga Sibugay,7003,PH46150Q
Suplang,Tanauan City,Batangas,4232,PH173119
Supo,San Carlos City,Pangasinan,2420,PH043228
Supo,Tubo,Abra,2814,PH622606
Supoc,Lambunao,Iloilo,5042,PH322320
Supon,Bayog,Zamboanga del Sur,7011,PH45020T
Suqui,Calapan City,Oriental Mindoro,5200,PH80051P
Suquib,Tayasan,Negros Oriental,6211,PH36220R
Suquib,Besao,Mountain Province,2618,PH67030C
Sura,Cauayan,Negros Occidental,6112,PH33070K
Surabay,Roseller Lim,Zamboanga Sibugay,7002,PH46120H
Surcoc,Naguilian,Isabela,3302,PH07200N
Surgui,Paoay,Ilocos Norte,2902,PH01160W
Surgui 1st,Camiling,Tarlac,2306,PH15031N
Surgui 2nd,Camiling,Tarlac,2306,PH15031P
Surgui 3rd,Camiling,Tarlac,2306,PH15031Q
Suribao,Borongan City,Eastern Samar,6800,PH39041P
Surngit,San Juan,Ilocos Sur,2731,PH02201T
Surok,Borongan City,Eastern Samar,6800,PH39041Q
Surok,Guiuan,Eastern Samar,6809,PH39091F
Surong,Pasuquin,Ilocos Norte,2917,PH01170W
Surop,Governor Generoso,Davao Oriental,8210,PH54060D
Surville (Pob.),Lubang,Occidental Mindoro,5109,PH790409
Suso,Santa Maria,Ilocos Sur,2440,PH02260X
Suso,Kapatagan,Lanao del Norte,9214,PH49050U
Susugaen,Pasuquin,Ilocos Norte,2917,PH01170X
Suyang,Tabuk City,Kalinga,3800,PH66060W
Suyangan,General Luna,Surigao del Norte,8419,PH76070J
Suyo,Dingras,Ilocos Norte,2913,PH01090V
Suyo,Santa Cruz,Ilocos Sur,1104,PH02241A
Suyo,Luna,La Union,2518,PH031014
Suyo,Pidigan,Abra,2806,PH62180E
Suyo,Sagada,Mountain Province,2619,PH67090G
Suyo (Pob.),Bagulin,La Union,2512,PH030407
Suyo Proper,Suyo,Ilocos Sur,2715,PH023206
Suyoc,Placer,Surigao del Norte,8405,PH76120J
Suysuyan,Lidlidda,Ilocos Sur,2723,PH02110A
Swan,Pudtol,Apayao,3812,PH63060B
Sweetland,Buenavista,Bohol,6333,PH340910
Switch,Tapaz,Capiz,5814,PH30171J
Switch,Ramon Magsaysay,Zamboanga del Sur,7024,PH45150R
Switch Yakal,Lantawan,Basilan,7301,PH68020M
Syndicate,Aroroy,Masbate,5414,PH260112
T'bolok,T'Boli,South Cotabato,9511,PH59090R
T. Arlan (Pob.),Santa Monica,Surigao del Norte,8422,PH761603
T. Elizaga,Gattaran,Cagayan,3508,PH06131C
T. L. Padilla Pob.,Carranglan,Nueva Ecija,3123,PH13050E
T. Padilla,Cebu City,Cebu,6000,PH351722
T.R. Yangco,Dimasalang,Masbate,5403,PH26080L
Ta-ang,Aguinaldo,Ifugao,3606,PH65080D
Taa,Bontoc,Southern Leyte,6604,PH43020X
Taal,Bocaue,Bulacan,3018,PH12040G
Taal,Malolos City,Bulacan,3000,PH12101F
Taal,Pulilan,Bulacan,3005,PH12180G
Taal,Iloilo City,Iloilo,5000,PH32214K
Taal,Miagao,Iloilo,5023,PH32282Y
Taba,Carmen,Davao del Norte,8101,PH52020L
Taba-ao,Banga,Aklan,5601,PH28030R
Taba-ao,Sagay City,Negros Occidental,6122,PH33230N
Taba-ao,Tabogon,Cebu,6009,PH35480Q
Taba-ao,Kapangan,Benguet,2613,PH64080F
Taba-taba,Basud,Camarines Norte,4608,PH23010R
Tabaan Norte,Tuba,Benguet,2603,PH641308
Tabaan Sur,Tuba,Benguet,2603,PH641309
Tabacalera,Pateros,Metro Manila,1620,PH61290A
Tabacao,Talavera,Nueva Ecija,3114,PH13301H
Tabacda,Tubo,Abra,2814,PH62260A
Tabagak,Madridejos,Cebu,6053,PH35280B
Tabajan (Pob.),Guindulman,Bohol,6310,PH34230H
Tabalong,Santa Cruz,Zambales,2213,PH16130N
Tabalong,Dauis,Bohol,6339,PH341909
Taban,Minalabac,Camarines Sur,4414,PH24220P
Taban-Fundado,Libmanan,Camarines Sur,4407,PH24181W
Taban-Manguining,Alimodian,Iloilo,5028,PH320218
Tabang,Santo Nino,Cagayan,3525,PH06260V
Tabang,Guiguinto,Bulacan,3015,PH12080B
Tabang,Plaridel,Bulacan,3004,PH12170K
Tabang,La Paz,Leyte,6508,PH402210
Tabangao Ambulong,Batangas City (Capital),Batangas,4200,PH17052U
Tabangao Aplaya,Batangas City (Capital),Batangas,4200,PH17052T
Tabangao Dao,Batangas City (Capital),Batangas,4200,PH17052V
Tabangka,Numancia,Aklan,5604,PH28160H
Tabangohay,Alangalang,Leyte,6517,PH40021B
Tabansak,Calauag,Quezon,4318,PH200625
Tabao Baybay,San Enrique,Negros Occidental,6104,PH332508
Tabao Proper,Valladolid,Negros Occidental,6103,PH33300G
Tabao Rizal,San Enrique,Negros Occidental,6104,PH332509
Tabas,Casiguran,Aurora,3204,PH10020H
Tabas,Paracale,Camarines Norte,4605,PH23080Q
Tabason,Tagkawayan,Quezon,4321,PH203819
Tabat,Tubungan,Iloilo,5027,PH32431A
Tabawan,Calbayog City,Samar,6710,PH42033W
Tabay,Hinabangan,Samar,6713,PH42080F
Tabayag,Argao,Cebu,6021,PH350513
Tabayo,Siocon,Zamboanga del Norte,7120,PH44190R
Tabayon,Banga,Aklan,5601,PH28030S
Tabayon,Jose Abad Santos,Davao Occidental,8014,PH55020R
Tabba,Pamplona,Cagayan,3522,PH06180H
Tabbac,Buguey,Cagayan,3511,PH06080N
Tabbugan,Claveria,Cagayan,3519,PH06110T
Tabe,Guiguinto,Bulacan,3015,PH12080C
Taberlongan,Maluso,Basilan,7303,PH68030E
Taberna,Bauang,La Union,2501,PH030713
Taberna,Cawayan,Masbate,5409,PH26060S
Taberna,Palompon,Leyte,6538,PH403218
Tabgas,Albuera,Leyte,6542,PH40030E
Tabgon,Caramoan,Camarines Sur,4429,PH24111A
Tabgon,Goa,Camarines Sur,4422,PH24150X
Tabi,Gubat,Sorsogon,4710,PH270712
Tabi,Boac (Capital),Marinduque,4900,PH78011J
Tabi (Pob.),Sulat,Eastern Samar,6815,PH39220H
Tabiac,Igbaras,Iloilo,5029,PH322019
Tabialan,Tongkil,Sulu,7406,PH71150A
Tabiawan,Isabela City,Basilan,7300,PH681315
Tabid,Ozamiz City,Misamis Occidental,7200,PH50101D
Tabigue,Enrique B. Magalona,Negros Occidental,6118,PH33080L
Tabigue,Abuyog,Leyte,6510,PH40011M
Tabigue,Kolambugan,Lanao del Norte,9207,PH49080R
Tabigue,Boac (Capital),Marinduque,4900,PH78011K
Tabiguian,Tabaco City,Albay,4511,PH22171A
Tabiguian,Caramoan,Camarines Sur,4429,PH24111B
Tabili,Catmon,Cebu,6006,PH35160G
Tabinay,Puerto Galera,Oriental Mindoro,5203,PH80110A
Tabing,Tabango,Leyte,6536,PH40370C
Tabing Bakod,Santa Maria,Bulacan,3022,PH12230P
Tabing Dagat,Bacoor City,Cavite,4102,PH18030M
Tabing Dagat (Pob.),Gumaca,Quezon,4307,PH20131C
Tabing Dagat (Pob.),Odiongan,Romblon,5505,PH82090L
Tabing Ilog,Samal,Bataan,2113,PH11120B
Tabing Ilog,Marilao,Bulacan,3019,PH12110G
Tabing Ilog,Licab,Nueva Ecija,3112,PH131409
Tabing Ilog (Pob.),Tanay,Rizal,1980,PH21120G
Tabing-Ilog (Pob.),Bagac,Bataan,2107,PH11020D
Tabio,Mankayan,Benguet,2608,PH64110B
Tabiog,Bucay,Abra,2805,PH62030M
Tabion,Del Gallego,Camarines Sur,4411,PH24120X
Tabionan,San Fernando,Cebu,6018,PH35410G
Tabionan,Gasan,Marinduque,4905,PH78030L
Tabla,Liloan,Cebu,6002,PH35270C
Tabla,Calubian,Leyte,6534,PH40091E
Tablac,Candon City,Ilocos Sur,2710,PH020614
Tablac,Bangued (Capital),Abra,2800,PH620107
Tablac (Pob.),Matnog,Sorsogon,4708,PH271114
Tablang,Paniqui,Tarlac,2307,PH151010
Tablao,Kiamba,Sarangani,9514,PH58030H
Tablas Usew,Tuburan,Basilan,7306,PH680607
Tablon,Oas,Albay,4505,PH22121K
Tablon,Cagayan De Oro City,Misamis Oriental,9000,PH51051Y
Tablu,Tampakan,South Cotabato,9507,PH590707
Tabo,San Policarpo,Eastern Samar,6821,PH39210G
Tabo-o,Jimenez,Misamis Occidental,7204,PH50070P
Tabo-Sili,Malasiqui,Pangasinan,2421,PH04241U
Tabobo-an,Odiongan,Romblon,5505,PH82090M
Taboc,San Juan,La Union,2514,PH031615
Taboc,Angat,Bulacan,3012,PH12010G
Taboc,Placer,Masbate,5408,PH26170X
Taboc,Juban,Sorsogon,4703,PH27090P
Taboc,Libertad,Antique,5710,PH29100J
Taboc,Danao City,Cebu,6004,PH352315
Taboc,Borongan City,Eastern Samar,6800,PH39041R
Taboc,Opol,Misamis Oriental,9016,PH51210D
Taboc Norte,Oroquieta City,Misamis Occidental,7207,PH500912
Taboc Sur,Oroquieta City,Misamis Occidental,7207,PH500913
Tabog,Caramoan,Camarines Sur,4429,PH24111C
Tabok,Danao,Bohol,6344,PH34180F
Tabok,Mandaue City,Cebu,6014,PH35300P
Tabok,Llorente,Eastern Samar,6803,PH39130Y
Tabok,Hindang,Leyte,6523,PH40150K
Tabok,Lagonglong,Misamis Oriental,9006,PH511309
Tabon,Pulilan,Bulacan,3005,PH12180H
Tabon,San Isidro,Nueva Ecija,3106,PH132509
Tabon,Binangonan,Rizal,1940,PH21040Y
Tabon,Batan,Aklan,5615,PH28040L
Tabon,Tapaz,Capiz,5814,PH30171K
Tabon,Dalaguete,Cebu,6022,PH35220Z
Tabon,Vallehermoso,Negros Oriental,6224,PH36240D
Tabon,Jose Dalman,Zamboanga del Norte,7111,PH442206
Tabon,Lapuyan,Zamboanga del Sur,7037,PH45090L
Tabon,Bislig City,Surigao del Sur,8311,PH77030K
Tabon,Quezon,Palawan,5304,PH81170B
Tabon I,Kawit,Cavite,4104,PH18110A
Tabon II,Kawit,Cavite,4104,PH18110L
Tabon III,Kawit,Cavite,4104,PH18110M
Tabon-tabon,Daraga,Albay,4501,PH22031H
Tabon-Tabon,Irosin,Sorsogon,4707,PH27080S
Tabon-tabon,Sibagat,Agusan del Sur,8503,PH74140M
Tabon-tabon,Baco,Oriental Mindoro,5201,PH80010M
Tabongtabong,Barbaza,Antique,5706,PH290213
Tabongtabong,Sibalom,Antique,5713,PH291620
Tabontabon,Saint Bernard,Southern Leyte,6616,PH43120T
Tabora,General Emilio Aguinaldo,Cavite,4124,PH18070B
Taboro,Bubong,Lanao del Sur,9708,PH69060Y
Tabtabagan,Banna,Ilocos Norte,2908,PH01110J
Tabtabungao,Rosario,La Union,2506,PH03130V
Tabu,Ilog,Negros Occidental,6109,PH33130E
Tabu,Dulag,Leyte,6505,PH401319
Tabu Manuk,Old Panamao,Sulu,7402,PH71070S
Tabu-an,Estancia,Iloilo,5017,PH32180M
Tabu-Bato,Maimbung,Sulu,7409,PH71050Q
Tabuan,Antequera,Bohol,6335,PH34040G
Tabuan,Garcia Hernandez,Bohol,6307,PH34220S
Tabuan,Bayawan City,Negros Oriental,6221,PH36060P
Tabuan,Tukuran,Zamboanga del Sur,7019,PH45200N
Tabuan,Ganassi,Lanao del Sur,9311,PH69080L
Tabuan,Kapatagan,Lanao del Sur,9700,PH69380E
Tabuanon,Burauen,Leyte,6516,PH40081U
Tabuating,San Leonardo,Nueva Ecija,3102,PH13270D
Tabuc,Mobo,Masbate,5401,PH26130R
Tabuc,Pontevedra,Capiz,5802,PH30120Q
Tabuc Norte,Panitan,Capiz,5815,PH30100N
Tabuc Suba (Jaro),Iloilo City,Iloilo,5000,PH32214L
Tabuc Suba (La Paz),Iloilo City,Iloilo,5000,PH322159
Tabuc Sur,Panitan,Capiz,5815,PH30100P
Tabuc-Suba,Barotac Nuevo,Iloilo,5007,PH32070Q
Tabucan,Barotac Nuevo,Iloilo,5007,PH32070R
Tabucan,Cabatuan,Iloilo,5031,PH32111R
Tabucan,Calinog,Iloilo,5040,PH32121J
Tabucan,Dumangas,Iloilo,5006,PH321712
Tabucan,Iloilo City,Iloilo,5000,PH32214M
Tabucan,Paranas,Samar,6703,PH422213
Tabucbuc,Marcos,Ilocos Norte,2907,PH01130B
Tabuco,Naga City,Camarines Sur,4400,PH24240R
Tabucolan,Santa,Ilocos Sur,2703,PH02220S
Tabuctubig,Dumaguete City,Negros Oriental,6200,PH36100U
Tabud,Bataraza,Palawan,5306,PH81050J
Tabueng,Aritao,Nueva Vizcaya,3704,PH08020D
Tabug,Batac City,Ilocos Norte,2906,PH010519
Tabug,Alimodian,Iloilo,5028,PH320219
Tabugoc,Pandan,Catanduanes,4809,PH25060Q
Tabugon,Santa Elena,Camarines Norte,4611,PH23100K
Tabugon,Carles,Iloilo,5019,PH32130V
Tabugon,Dingle,Iloilo,5035,PH32150U
Tabugon,Kabankalan City,Negros Occidental,6111,PH33150S
Tabugon,Liloan,Southern Leyte,6612,PH43060N
Tabugon,Santa Fe,Romblon,5508,PH82150B
Tabuk (Pob.),Isabela City,Basilan,7300,PH681316
Tabulac,San Jose City,Nueva Ecija,3121,PH13260Z
Tabulian,Mapun,Tawi Tawi,7508,PH720309
Tabun,Angeles City,Pampanga,2009,PH14010W
Tabun,Mabalacat City,Pampanga,2010,PH14090T
Tabun-ac,Toboso,Negros Occidental,6125,PH332909
Tabun-acan,Pilar,Capiz,5804,PH30110P
Tabunacan,Miagao,Iloilo,5023,PH32282Z
Tabunan,Lemery,Iloilo,5043,PH32250U
Tabunan,Bago City,Negros Occidental,6101,PH33020N
Tabunan,Borbon,Cebu,6008,PH35130J
Tabunan,Cebu City,Cebu,6000,PH351723
Tabunan,Almeria,Biliran,6544,PH38010B
Tabunan,Borongan City,Eastern Samar,6800,PH39041S
Tabunan,Panglima Sugala,Tawi Tawi,7501,PH720107
Tabunan (Pob.),Matnog,Sorsogon,4708,PH271115
Tabunan Likud Sikubong,Sapa-Sapa,Tawi Tawi,7503,PH72100B
Tabunan North,Kawayan,Biliran,6545,PH38060D
Tabungao,Pasuquin,Ilocos Norte,2917,PH01170Y
Tabungao,Rajah Buayan,Maguindanao,9634,PH70280B
Tabunoc,Talisay City,Cebu,6045,PH35500G
Tabunok,Guindulman,Bohol,6310,PH34230J
Tabunok,Sogod,Cebu,6007,PH35470G
Tabunok,Tabuelan,Cebu,6044,PH35490A
Tabunok,Bato,Leyte,6525,PH40060S
Tabunok,Hilongos,Leyte,6524,PH401416
Tabunok,Isabel,Leyte,6539,PH40170N
Tabunok,Palompon,Leyte,6538,PH403219
Tabunok,Villaba,Leyte,6537,PH40430U
Taburi,Rizal,Palawan,5323,PH81230B
Tabuyoc,Binalonan,Pangasinan,2436,PH04120P
Tabuyuc,Apalit,Pampanga,2016,PH14020C
Tacad,Basud,Camarines Norte,4608,PH23010S
Tacadang,Kibungan,Benguet,2611,PH640907
Tacas,Pontevedra,Capiz,5802,PH30120R
Tacas,Iloilo City,Iloilo,5000,PH32214N
Tacas (Pob.),Miagao,Iloilo,5023,PH322830
Tacas (Pob.),Cagayancillo,Palawan,5321,PH81080A
Tacasan,Macabebe,Pampanga,2018,PH14100Q
Tacasan,Corcuera,Romblon,5514,PH82060F
Tacay,Buenavista,Guimaras,5044,PH31010W
Tacayan,Tapaz,Capiz,5814,PH30171L
Tacbuyan,Tobias Fornier,Antique,5716,PH29071B
Tacbuyan,Estancia,Iloilo,5017,PH32180N
Taccong,Sagada,Mountain Province,2619,PH67090H
Tacdangan,Cabatuan,Iloilo,5031,PH32111S
Tacdog,Siquijor (Capital),Siquijor,6225,PH370613
Tackling,Malangas,Zamboanga Sibugay,7038,PH46080P
Tacla-on,Salcedo,Eastern Samar,6807,PH391914
Tacligan,San Teodoro,Oriental Mindoro,5202,PH801306
Tacloban,Siquijor (Capital),Siquijor,6225,PH370614
Taclobo,Dumaguete City,Negros Oriental,6200,PH36100V
Taclobo,San Fernando,Romblon,5513,PH82130C
Tacpao,Guihulngan City,Negros Oriental,6214,PH36110V
Tacras,Narra,Palawan,5303,PH81150J
Tactac,Santa Fe,Nueva Vizcaya,3705,PH081209
Tactac,Balayan,Batangas,4213,PH17031C
Tacub,Kauswagan,Lanao del Norte,9202,PH49070B
Tacub,Kiblawan,Davao del Sur,8008,PH53050T
Tacub,Malabang,Lanao del Sur,9300,PH69140P
Tacub,Marantao,Lanao del Sur,9711,PH69150Q
Tacul,Kiblawan,Davao del Sur,8008,PH53050U
Tacul,Magsaysay,Davao del Sur,8004,PH53060J
Taculen,Matalam,North Cotabato,9406,PH57080W
Taculing,Bacolod City,Negros Occidental,6100,PH33011P
Taculing,Larena,Siquijor,6226,PH37020P
Tacunan,Davao City,Davao del Sur,8000,PH53022V
Tacup,San Remigio,Cebu,6011,PH35430Q
Tacupan,Carmen,North Cotabato,9408,PH57020R
Tacupis,Sen. Ninoy Aquino,Sultan Kudarat,9811,PH60120K
Tacuranga,Palo,Leyte,6501,PH40310X
Tacuyong Norte,Leon,Iloilo,5026,PH322629
Tacuyong Sur,Leon,Iloilo,5026,PH32262A
Tadao,Pasuquin,Ilocos Norte,2917,PH01170Z
Taden,Tubod (Capital),Lanao del Norte,9209,PH49220M
Tadiangan,Tuba,Benguet,2603,PH64130A
Tadji,Kasibu,Nueva Vizcaya,3703,PH08090N
Tadlac,Alitagtag,Batangas,4205,PH17020J
Tadlak,Los Banos,Laguna,4030,PH19110C
Tadlong,Sagay City,Negros Occidental,6122,PH33230P
Tadlong,Mabinay,Negros Oriental,6207,PH36140X
Tadoc,Abuyog,Leyte,6510,PH40011N
Tady,Sara,Iloilo,5014,PH324115
Taft,Tapaz,Capiz,5814,PH30171M
